Subsystem 3	FAME000001_good_out_R1.fastq	FAME000002_good_out_R1.fastq	FAME000003_good_out_R1.fastq	FAME000004_good_out_R1.fastq	FAME000005_good_out_R1.fastq	FAME000006_good_out_R1.fastq	FAME000007_good_out_R1.fastq	FAME000008_good_out_R1.fastq	FAME000009_good_out_R1.fastq	FAME000010_good_out_R1.fastq	FAME000011_good_out_R1.fastq	FAME000012_good_out_R1.fastq	FAME000013_good_out_R1.fastq	FAME000014_good_out_R1.fastq	FAME000015_good_out_R1.fastq	FAME000016_good_out_R1.fastq	FAME000017_good_out_R1.fastq	FAME000018_good_out_R1.fastq	FAME000019_good_out_R1.fastq	FAME000020_good_out_R1.fastq	FAME000022_good_out_R1.fastq	FAME000023_good_out_R1.fastq
Global Two-component Regulator PrrBA in Proteobacteria	27.0	1.0	4.0	0.0	49.0	2.0	29.0	20.0	0.0	194.0	0.0	0.0	353.0	145.0	0.0	26.0	1.0	56.0	3.0	17.0	125.0	1.0
Glutamate dehydrogenases	3278.0	269.0	2040.0	651.0	4043.0	4581.0	1704.0	3732.0	664.0	4615.0	495.0	1187.0	5531.0	4555.0	985.0	4956.0	731.0	5750.0	650.0	4941.0	4834.0	427.0
Glutamate transporter involved in acid tolerance in Streptococcus	484.0	2.0	27.0	0.0	407.0	21.0	88.0	360.0	2.0	428.0	1.0	1.0	485.0	441.0	0.0	203.0	4.0	204.0	0.0	280.0	298.0	1.0
Glutamine synthetases	5257.0	1663.0	3892.0	2756.0	6909.0	3987.0	3278.0	5499.0	2811.0	7018.0	2714.0	1575.0	8010.0	8258.0	2717.0	6259.0	2994.0	7046.0	4157.0	6723.0	6395.0	1863.0
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	51691.0	21913.0	55437.0	31757.0	83311.0	58572.0	38311.0	61382.0	33332.0	76755.0	32671.0	20325.0	82917.0	88611.0	37977.0	73304.0	34876.0	81272.0	54544.0	71096.0	67351.0	23590.0
Glutaredoxins	26940.0	12588.0	34921.0	21864.0	46100.0	25779.0	23312.0	33960.0	20527.0	40644.0	19438.0	14257.0	42914.0	48965.0	23719.0	43716.0	23699.0	47231.0	31096.0	40948.0	36891.0	14231.0
Glutathione analogs: mycothiol	10.0	3.0	10.0	4.0	12.0	8.0	9.0	7.0	4.0	3.0	8.0	1.0	8.0	6.0	21.0	3.0	10.0	6.0	8.0	3.0	5.0	8.0
Glutathione-dependent pathway of formaldehyde detoxification	4107.0	1215.0	4974.0	1966.0	6996.0	6242.0	3251.0	5866.0	2004.0	6996.0	2057.0	1653.0	7661.0	7878.0	10303.0	6943.0	2223.0	7449.0	3192.0	6200.0	6040.0	3976.0
Glutathione-regulated potassium-efflux system and associated functions	44447.0	21099.0	51937.0	31889.0	72265.0	36476.0	35803.0	54649.0	32695.0	65849.0	27855.0	20294.0	71436.0	79284.0	36745.0	72853.0	33992.0	77983.0	51377.0	69738.0	62901.0	24336.0
Glutathione: Biosynthesis and gamma-glutamyl cycle	12493.0	7757.0	16718.0	8036.0	23226.0	16580.0	10101.0	16995.0	8569.0	21273.0	11590.0	10092.0	22271.0	24676.0	9847.0	21589.0	8751.0	23549.0	16128.0	19797.0	18399.0	5197.0
Glutathione: Non-redox reactions	15298.0	8345.0	20417.0	12381.0	28130.0	15701.0	13762.0	20969.0	12891.0	25789.0	13111.0	8779.0	26815.0	29391.0	14326.0	25730.0	13082.0	27868.0	17633.0	24021.0	22125.0	9102.0
Glutathione: Redox cycle	9957.0	4882.0	10195.0	7589.0	15482.0	8357.0	7832.0	11313.0	8055.0	13710.0	6665.0	5837.0	14389.0	16220.0	9038.0	13115.0	8289.0	14588.0	11622.0	13051.0	11759.0	5385.0
Glutathionylspermidine and Trypanothione	4530.0	3529.0	9193.0	3162.0	10082.0	6138.0	3937.0	7050.0	3286.0	8641.0	5192.0	972.0	7965.0	10540.0	3684.0	8885.0	3525.0	9399.0	8027.0	8037.0	6641.0	2147.0
Glycerate metabolism	11577.0	4095.0	13991.0	7415.0	20656.0	9620.0	9015.0	14051.0	7644.0	17599.0	6012.0	8498.0	18376.0	19846.0	9695.0	16886.0	7997.0	18777.0	8458.0	15965.0	15215.0	4912.0
Glycerol and Glycerol-3-phosphate Uptake and Utilization	34537.0	15435.0	43070.0	28347.0	60462.0	34045.0	28844.0	40790.0	29134.0	50827.0	23196.0	17561.0	51029.0	60881.0	26079.0	50935.0	29728.0	55889.0	41065.0	48562.0	43959.0	19127.0
Glycerol fermentation to 1,3-propanediol	12204.0	488.0	18516.0	995.0	25429.0	1837.0	5918.0	15485.0	983.0	20143.0	703.0	1371.0	18290.0	20371.0	1161.0	18083.0	1022.0	19949.0	862.0	16979.0	15499.0	629.0
Glycerolipid and Glycerophospholipid Metabolism in Bacteria	59713.0	25918.0	71735.0	47013.0	103162.0	70816.0	50564.0	74335.0	46361.0	92690.0	43078.0	27001.0	97077.0	108918.0	49751.0	91689.0	49914.0	100908.0	57827.0	86685.0	81696.0	34727.0
Glycine Biosynthesis	4988.0	2726.0	7200.0	4161.0	9408.0	7764.0	4138.0	6488.0	4269.0	7773.0	3839.0	3115.0	8100.0	9675.0	5166.0	9295.0	4436.0	10072.0	6848.0	8802.0	7724.0	2656.0
Glycine and Serine Utilization	45496.0	23409.0	61863.0	31365.0	84030.0	54025.0	36302.0	57607.0	32416.0	72244.0	33249.0	24342.0	73056.0	83807.0	37663.0	72672.0	34400.0	79582.0	42912.0	68212.0	62016.0	21875.0
Glycine cleavage system	12404.0	6269.0	16554.0	9929.0	22017.0	12080.0	10556.0	15383.0	9291.0	18914.0	8289.0	4310.0	19612.0	22280.0	10474.0	20752.0	9591.0	22353.0	12214.0	19477.0	17217.0	6946.0
Glycine reductase, sarcosine reductase and betaine reductase	3728.0	1126.0	3094.0	1180.0	5144.0	5782.0	1905.0	3930.0	1259.0	4850.0	2101.0	1248.0	5467.0	5565.0	1444.0	4497.0	1301.0	4883.0	2370.0	4368.0	4370.0	1172.0
Glycogen metabolism	35195.0	13639.0	39530.0	28013.0	57947.0	30281.0	28408.0	40177.0	28995.0	49567.0	21503.0	22211.0	50545.0	59566.0	31322.0	50662.0	29288.0	55278.0	35635.0	48793.0	43646.0	18475.0
Glycolate, glyoxylate interconversions	8652.0	4124.0	13854.0	5951.0	17487.0	12774.0	6884.0	11638.0	6324.0	14311.0	5983.0	4400.0	15165.0	16961.0	6835.0	14415.0	6291.0	15250.0	8447.0	13625.0	12281.0	3719.0
Glycolysis and Gluconeogenesis	36623.0	11849.0	36697.0	19603.0	55729.0	26212.0	24620.0	40097.0	20083.0	48583.0	17404.0	16083.0	51654.0	57304.0	22208.0	46941.0	21179.0	52267.0	26522.0	46848.0	43325.0	13386.0
Glycolysis and Gluconeogenesis in plants	1.0	0.0	3.0	2.0	13.0	14.0	1.0	5.0	4.0	3.0	2.0	0.0	6.0	8.0	5.0	9.0	4.0	1.0	4.0	0.0	1.0	1.0
Glycolysis and Gluconeogenesis, including Archaeal enzymes	23081.0	8735.0	24770.0	14965.0	37020.0	21451.0	16569.0	26495.0	15012.0	31926.0	14069.0	10864.0	33655.0	38423.0	16450.0	30916.0	15675.0	34243.0	20093.0	30413.0	28686.0	9732.0
Glycolysis test	10267.0	5801.0	20403.0	9832.0	21922.0	10924.0	9882.0	14364.0	9858.0	16939.0	9031.0	2021.0	15459.0	20823.0	11090.0	18747.0	10660.0	19438.0	12909.0	17066.0	13964.0	6439.0
Glyoxylate bypass	15738.0	9178.0	24016.0	18034.0	31148.0	20620.0	15535.0	21807.0	16055.0	27201.0	12384.0	10330.0	28057.0	31786.0	16042.0	27992.0	19093.0	30994.0	19616.0	26163.0	23993.0	11480.0
Gram Positive Competence	3794.0	11.0	359.0	11.0	2945.0	844.0	382.0	1559.0	29.0	1819.0	9.0	4.0	2382.0	2585.0	17.0	507.0	31.0	657.0	2.0	1491.0	1275.0	2.0
Gram-Positive Extracellular Nucleases	18.0	0.0	4.0	0.0	16.0	0.0	1.0	7.0	0.0	10.0	1.0	0.0	19.0	27.0	0.0	6.0	0.0	7.0	0.0	9.0	12.0	0.0
GroEL GroES	3882.0	1501.0	3686.0	2383.0	5515.0	3234.0	2738.0	4319.0	2408.0	5143.0	2147.0	1411.0	5300.0	6294.0	2540.0	5006.0	2405.0	5495.0	3384.0	5180.0	4765.0	1568.0
Group II intron-associated genes	2284.0	17.0	1843.0	23.0	4042.0	8701.0	1071.0	2832.0	12.0	3652.0	17.0	11.0	3862.0	3146.0	13.0	3187.0	22.0	3106.0	18.0	2588.0	2932.0	7.0
Gycosylglycerates	5.0	10.0	5.0	20.0	5.0	2.0	8.0	3.0	13.0	7.0	14.0	3.0	8.0	13.0	48.0	6.0	11.0	8.0	12.0	8.0	7.0	11.0
HMG CoA Synthesis	2623.0	16.0	156.0	26.0	2039.0	3198.0	1176.0	3457.0	15.0	4681.0	13.0	15.0	6775.0	4825.0	39.0	4124.0	26.0	5227.0	21.0	4077.0	5391.0	21.0
HMG-CoA	3681.0	257.0	414.0	271.0	3132.0	3557.0	1711.0	4960.0	275.0	6071.0	254.0	87.0	8602.0	6500.0	345.0	6120.0	290.0	7390.0	408.0	6029.0	7404.0	281.0
HPr catabolite repression system	1940.0	999.0	1457.0	1672.0	2873.0	2841.0	1412.0	1755.0	1654.0	2234.0	1355.0	282.0	2445.0	3003.0	1790.0	1775.0	1790.0	2049.0	2585.0	1899.0	1851.0	1068.0
Head-to-head olefinic hydrocarbon biosynthesis	15.0	1.0	4.0	1.0	14.0	5.0	18.0	12.0	0.0	31.0	0.0	0.0	81.0	11.0	4.0	30.0	4.0	62.0	1.0	19.0	32.0	4.0
Heat shock Cell division Proteases and a Methyltransferase	453.0	28.0	143.0	44.0	616.0	143.0	297.0	698.0	54.0	1442.0	45.0	95.0	2220.0	1217.0	59.0	435.0	41.0	661.0	40.0	439.0	1182.0	24.0
Heat shock dnaK gene cluster extended	27667.0	9664.0	28498.0	14350.0	41978.0	27098.0	17982.0	31626.0	15074.0	38485.0	14776.0	12448.0	41575.0	45829.0	18296.0	36709.0	16097.0	40231.0	22393.0	36210.0	33744.0	10722.0
Heat shock protein Hsp22.5 involved in pathogenesis of Mycobacterium tuberculosis	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
Heme and Siroheme biosynthesis in plants	285.0	182.0	371.0	164.0	516.0	225.0	233.0	375.0	180.0	494.0	232.0	233.0	544.0	515.0	251.0	526.0	176.0	651.0	230.0	548.0	449.0	117.0
Heme biosynthesis orphans	88.0	0.0	20.0	1.0	49.0	0.0	19.0	37.0	1.0	40.0	3.0	1.0	82.0	38.0	3.0	23.0	1.0	43.0	2.0	36.0	66.0	2.0
Heme, hemin uptake and utilization systems in GramPositives	4611.0	658.0	1789.0	808.0	5363.0	7930.0	1485.0	3265.0	938.0	4192.0	730.0	819.0	4715.0	5093.0	996.0	2260.0	967.0	2608.0	1759.0	3225.0	3025.0	526.0
Hemin transport system	14497.0	6291.0	21310.0	10335.0	27518.0	8092.0	13182.0	20192.0	10671.0	25433.0	7063.0	9094.0	26114.0	28760.0	11274.0	27781.0	10978.0	30620.0	18394.0	25732.0	23163.0	7243.0
Heterocyst formation in cyanobacteria	1.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0
Hexose Phosphate Uptake System	8002.0	4630.0	16277.0	6909.0	18704.0	9081.0	7711.0	11939.0	7541.0	14990.0	7067.0	33.0	14437.0	18429.0	14215.0	17245.0	7107.0	18913.0	18813.0	15643.0	13460.0	4624.0
Hfl operon	6868.0	3811.0	8636.0	5590.0	11417.0	8201.0	6026.0	8549.0	6044.0	10407.0	5429.0	4463.0	10883.0	12681.0	6219.0	11364.0	5957.0	12263.0	8161.0	10835.0	9702.0	3858.0
High affinity phosphate transporter and control of PHO regulon	19614.0	7302.0	21296.0	11879.0	30917.0	15757.0	14052.0	23474.0	11993.0	28733.0	11679.0	5589.0	31707.0	33439.0	13576.0	27636.0	13065.0	31340.0	17936.0	27155.0	26483.0	8221.0
Histidine Biosynthesis	17156.0	5771.0	16962.0	11288.0	26425.0	16432.0	13124.0	19485.0	11689.0	24372.0	8768.0	14165.0	26870.0	28047.0	10799.0	22015.0	12320.0	24314.0	13536.0	21337.0	20292.0	7763.0
Histidine Biosynthesis in plants	33.0	20.0	49.0	38.0	61.0	52.0	31.0	47.0	24.0	46.0	40.0	9.0	43.0	54.0	35.0	48.0	36.0	51.0	60.0	37.0	27.0	19.0
Histidine Degradation	9529.0	3939.0	9353.0	7235.0	18709.0	13521.0	9086.0	12446.0	7761.0	17280.0	7048.0	7805.0	18249.0	17189.0	8837.0	15485.0	7686.0	18429.0	10327.0	13168.0	14929.0	4595.0
Homogentisate pathway of aromatic compound degradation	5290.0	2167.0	5700.0	2298.0	9256.0	4252.0	4027.0	6921.0	2434.0	9375.0	3426.0	1143.0	10465.0	10161.0	3493.0	8540.0	2402.0	9953.0	1674.0	7922.0	8800.0	1645.0
Housecleaning nucleoside triphosphate pyrophosphatases	7682.0	5093.0	11240.0	7523.0	14100.0	8848.0	7459.0	10064.0	7908.0	12033.0	6219.0	2214.0	11936.0	14782.0	8531.0	13347.0	8255.0	14232.0	12827.0	12309.0	10479.0	5612.0
HtrA and Sec secretion	5155.0	503.0	1911.0	755.0	5569.0	3354.0	1552.0	3406.0	804.0	4231.0	802.0	585.0	4793.0	5609.0	885.0	2357.0	847.0	2918.0	1160.0	3612.0	3299.0	510.0
Hydantoin metabolism	4761.0	2791.0	4302.0	1780.0	11244.0	9825.0	3595.0	6119.0	1798.0	9716.0	4056.0	4990.0	10340.0	8625.0	3289.0	5763.0	1836.0	7845.0	1159.0	4758.0	6932.0	1161.0
Hydrogenases	5659.0	735.0	12813.0	811.0	12162.0	1258.0	2842.0	8545.0	830.0	9819.0	1063.0	480.0	9608.0	12180.0	962.0	12924.0	939.0	12441.0	1361.0	12761.0	8591.0	553.0
Hydroxyaromatic decarboxylase family	2136.0	19.0	4262.0	12.0	5043.0	3765.0	923.0	3366.0	16.0	4121.0	3355.0	7.0	3870.0	4889.0	4004.0	4108.0	15.0	4392.0	11.0	3734.0	2965.0	13.0
Hyperosmotic potassium uptake	3497.0	1313.0	2862.0	1725.0	4614.0	2901.0	2264.0	3724.0	1910.0	4503.0	1627.0	880.0	4946.0	5244.0	2185.0	4728.0	2026.0	5217.0	2786.0	4758.0	4418.0	1206.0
Hypothetical Coupled to RecF	2012.0	818.0	2179.0	1197.0	3120.0	2189.0	1281.0	2209.0	1164.0	2554.0	1448.0	279.0	2615.0	3255.0	1416.0	2902.0	1404.0	3213.0	1921.0	3072.0	2553.0	729.0
Hypothetical Related to Dihydroorotate dehydrogenase	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
IbrA and IbrB: co-activators of prophage gene expression	3445.0	1410.0	3279.0	19.0	5525.0	2845.0	1027.0	3388.0	11.0	4095.0	2069.0	7.0	4100.0	4629.0	15.0	3372.0	15.0	3803.0	3138.0	3649.0	3124.0	9.0
Inclusion membrane proteins supporting intracellular life styles in Chlamydiales	1.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Indole-pyruvate oxidoreductase complex	2.0	1.0	0.0	0.0	7.0	0.0	3.0	2.0	1.0	11.0	2.0	2.0	16.0	5.0	0.0	4.0	0.0	16.0	0.0	6.0	20.0	3.0
Inner membrane protein YhjD and conserved cluster involved in LPS biosynthesis	8897.0	7180.0	17437.0	10997.0	19880.0	12328.0	9763.0	12959.0	11724.0	15832.0	10773.0	7334.0	14569.0	19816.0	12310.0	16871.0	11929.0	17996.0	17197.0	15457.0	13175.0	7341.0
Inorganic Sulfur Assimilation	21032.0	10883.0	29862.0	17701.0	38249.0	27777.0	19899.0	30260.0	18112.0	36373.0	18651.0	8780.0	38962.0	43149.0	21290.0	39966.0	19410.0	43412.0	25282.0	36793.0	33676.0	12543.0
Inositol catabolism	16351.0	2257.0	20002.0	5730.0	35442.0	23673.0	10597.0	21840.0	6047.0	29101.0	17489.0	4703.0	27383.0	29053.0	6206.0	22205.0	6042.0	26305.0	4249.0	19862.0	21203.0	3233.0
Integrons	978.0	22.0	588.0	7.0	1220.0	344.0	624.0	1020.0	5.0	1256.0	190.0	118.0	1251.0	1186.0	371.0	1313.0	6.0	1377.0	287.0	1114.0	1131.0	201.0
Inteins	389.0	11.0	113.0	6.0	531.0	260.0	162.0	549.0	2.0	648.0	4.0	69.0	763.0	762.0	18.0	417.0	2281.0	435.0	7.0	374.0	562.0	9.0
Intracellular septation in Enterobacteria	1855.0	973.0	2463.0	1377.0	3284.0	1662.0	1709.0	2443.0	1504.0	2999.0	1335.0	766.0	3014.0	3308.0	1568.0	3240.0	1673.0	3307.0	2012.0	2914.0	2500.0	1064.0
Iojap	18947.0	7411.0	20564.0	10774.0	29537.0	11032.0	11986.0	19731.0	11234.0	23813.0	8039.0	3178.0	24501.0	29683.0	12061.0	23858.0	11975.0	26113.0	22586.0	25089.0	21894.0	8936.0
IojapClusters	30773.0	14159.0	33450.0	20361.0	48210.0	26038.0	21803.0	35302.0	20683.0	42528.0	16200.0	18388.0	45419.0	51903.0	22390.0	42807.0	22190.0	47573.0	26612.0	42897.0	39339.0	15377.0
Iron Scavenging cluster in Thermus	1.0	0.0	3.0	0.0	7.0	0.0	8.0	2.0	1.0	18.0	0.0	0.0	38.0	17.0	0.0	4.0	0.0	4.0	0.0	3.0	10.0	0.0
Iron acquisition in Streptococcus	6838.0	4153.0	7445.0	5701.0	12545.0	8425.0	6950.0	9473.0	6096.0	12646.0	4822.0	6490.0	13980.0	14019.0	7229.0	12613.0	6101.0	14436.0	6868.0	11114.0	11271.0	3704.0
Iron acquisition in Vibrio	715.0	302.0	598.0	259.0	1069.0	438.0	467.0	869.0	254.0	1023.0	599.0	413.0	1210.0	1157.0	431.0	1525.0	310.0	1435.0	558.0	1320.0	1106.0	205.0
Iron siderophore sensor & receptor system	125.0	37.0	22.0	2.0	247.0	7.0	169.0	151.0	0.0	977.0	0.0	1.0	1561.0	594.0	2.0	115.0	0.0	278.0	1.0	59.0	644.0	0.0
Iron(III) dicitrate transport system Fec	2334.0	4846.0	5278.0	23.0	6059.0	9731.0	1239.0	3976.0	27.0	4854.0	20.0	308.0	4433.0	5488.0	23.0	4655.0	24.0	5252.0	14.0	4103.0	3856.0	5.0
Isobutyryl-CoA to Propionyl-CoA Module	31.0	0.0	2.0	0.0	101.0	2.0	55.0	32.0	0.0	310.0	0.0	0.0	534.0	184.0	1.0	44.0	0.0	75.0	0.0	27.0	203.0	0.0
Isoleucine degradation	13048.0	5119.0	12842.0	6387.0	20269.0	27160.0	9202.0	17046.0	6752.0	21177.0	7917.0	1092.0	24678.0	24196.0	8759.0	20835.0	7014.0	23890.0	9685.0	20071.0	20851.0	4553.0
Isoprenoid Biosynthesis	20522.0	9404.0	22144.0	12924.0	33254.0	20681.0	15204.0	24106.0	13440.0	29655.0	12915.0	4951.0	31725.0	34951.0	15383.0	27335.0	14277.0	30786.0	18782.0	26654.0	25202.0	10030.0
Isoprenoid Biosynthesis: Interconversions	1788.0	492.0	1989.0	1566.0	2918.0	1273.0	1572.0	1896.0	1657.0	2429.0	231.0	482.0	2680.0	3005.0	1676.0	2399.0	1649.0	2428.0	2691.0	2223.0	2076.0	939.0
Isoprenoid scratch	365.0	0.0	31.0	0.0	256.0	88.0	31.0	145.0	0.0	150.0	0.0	1.0	197.0	226.0	0.0	27.0	4.0	50.0	9.0	137.0	105.0	0.0
Isoprenoinds for Quinones	6115.0	2816.0	6124.0	3993.0	9220.0	4937.0	4337.0	6947.0	4087.0	8199.0	3560.0	2941.0	8810.0	9730.0	4399.0	7522.0	4306.0	8340.0	4053.0	7492.0	7174.0	2658.0
KDO2-Lipid A biosynthesis	30803.0	17081.0	44685.0	26929.0	56088.0	32516.0	29303.0	43210.0	27154.0	52526.0	26410.0	22613.0	54358.0	60828.0	33458.0	55824.0	28642.0	60503.0	37440.0	51303.0	46909.0	19519.0
Ketoisovalerate oxidoreductase	3349.0	1700.0	4090.0	2797.0	5965.0	4116.0	2833.0	4131.0	3072.0	5287.0	2632.0	1351.0	5521.0	6461.0	3126.0	5264.0	3010.0	5612.0	3596.0	4910.0	4550.0	1910.0
Khodge314 Isoleucine Biosynthesis	8580.0	4522.0	17255.0	8892.0	18858.0	11620.0	8665.0	12489.0	9668.0	15151.0	9128.0	2174.0	14376.0	18989.0	10555.0	16390.0	9824.0	17509.0	9145.0	15263.0	13048.0	6556.0
L-2-amino-thiazoline-4-carboxylic acid-Lcysteine conversion	790.0	916.0	828.0	1421.0	2101.0	245.0	1334.0	1129.0	1392.0	1699.0	1207.0	4.0	1711.0	1739.0	2803.0	1126.0	1416.0	1530.0	12.0	843.0	1324.0	926.0
L-Arabinose utilization	22957.0	14976.0	32027.0	18148.0	42001.0	22633.0	19794.0	28603.0	18979.0	34898.0	19637.0	11404.0	34180.0	41735.0	20952.0	36498.0	19317.0	39707.0	26186.0	33490.0	29232.0	16204.0
L-Cystine Uptake and Metabolism	8359.0	4503.0	14035.0	7394.0	17245.0	12981.0	8152.0	11422.0	7922.0	14414.0	7239.0	5919.0	13841.0	16909.0	11265.0	14682.0	8474.0	15808.0	11784.0	13277.0	11863.0	5355.0
L-ascorbate utilization (and related gene clusters)	14936.0	14117.0	27595.0	12556.0	31566.0	14293.0	13452.0	20291.0	13547.0	24907.0	19409.0	9913.0	23307.0	31116.0	14106.0	25005.0	13336.0	27223.0	4488.0	23104.0	20122.0	9661.0
L-fucose utilization	6499.0	1164.0	10653.0	1790.0	14358.0	41.0	3689.0	8915.0	1825.0	11347.0	39.0	936.0	10005.0	11994.0	2114.0	10488.0	1957.0	12078.0	2435.0	10226.0	9233.0	1219.0
L-fucose utilization temp	52.0	5.0	110.0	4.0	158.0	2.0	39.0	60.0	6.0	140.0	3.0	4091.0	119.0	112.0	4.0	206.0	2.0	258.0	4.0	133.0	181.0	1.0
L-rhamnose utilization	19901.0	14227.0	33187.0	24732.0	40956.0	19333.0	21357.0	25463.0	23467.0	31924.0	1797.0	15247.0	30448.0	39695.0	31511.0	32658.0	27493.0	36845.0	36826.0	30162.0	27608.0	16253.0
LMPTP YwlE cluster	3454.0	21.0	405.0	10.0	3161.0	3174.0	562.0	1803.0	18.0	2180.0	24.0	45.0	2732.0	2964.0	15.0	699.0	33.0	913.0	28.0	1567.0	1546.0	11.0
LOS core oligosaccharide biosynthesis	22833.0	12268.0	32541.0	19051.0	41749.0	22059.0	19534.0	29365.0	19645.0	35198.0	17190.0	11653.0	35383.0	42828.0	23235.0	39229.0	19782.0	41041.0	25425.0	38906.0	32628.0	14477.0
Lactate Racemization	10.0	2.0	10.0	1.0	6.0	14.0	0.0	0.0	9.0	0.0	1.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Lactate utilization	13092.0	5521.0	19179.0	8088.0	23073.0	12149.0	9528.0	16027.0	7972.0	20835.0	7966.0	3664.0	21804.0	24322.0	9906.0	20355.0	8438.0	22069.0	12349.0	19744.0	18353.0	5232.0
Lacto-N-Biose I and Galacto-N-Biose Metabolic Pathway	2024.0	302.0	2478.0	1819.0	2949.0	1354.0	1757.0	2552.0	2491.0	3303.0	834.0	97.0	3794.0	3714.0	2172.0	2916.0	1937.0	3082.0	1317.0	2851.0	2958.0	1089.0
Lactose and Galactose Uptake and Utilization	42334.0	14507.0	41019.0	22238.0	67541.0	33681.0	32045.0	45931.0	23414.0	56157.0	21151.0	16975.0	56782.0	65367.0	36118.0	53887.0	23704.0	59784.0	34256.0	52275.0	49873.0	20872.0
Lactose utilization	19112.0	5848.0	21482.0	7223.0	33330.0	18034.0	15711.0	23143.0	7401.0	27586.0	8914.0	13161.0	27818.0	32999.0	21484.0	29148.0	7370.0	31558.0	11196.0	27475.0	25337.0	10428.0
Late competence	3728.0	13.0	362.0	10.0	2879.0	892.0	368.0	1464.0	28.0	1697.0	11.0	4.0	2211.0	2508.0	14.0	426.0	30.0	597.0	1.0	1441.0	1183.0	4.0
Legionaminic Acid Biosynthesis	3049.0	622.0	2508.0	850.0	4022.0	2859.0	1385.0	3359.0	907.0	3913.0	963.0	861.0	4377.0	4629.0	874.0	3794.0	1031.0	4247.0	486.0	3918.0	3708.0	553.0
Legionella pneumophila Potential Resistome	183.0	95.0	221.0	188.0	349.0	242.0	187.0	260.0	145.0	326.0	141.0	132.0	356.0	414.0	194.0	344.0	195.0	391.0	255.0	304.0	345.0	103.0
Legionella pneumophila Virulome	86.0	26.0	70.0	36.0	105.0	77.0	49.0	83.0	33.0	102.0	38.0	41.0	106.0	122.0	52.0	137.0	56.0	145.0	87.0	135.0	135.0	29.0
Leucine Biosynthesis	14589.0	9491.0	15461.0	11334.0	23376.0	14850.0	11567.0	18028.0	11025.0	21588.0	9864.0	8831.0	23268.0	25866.0	12130.0	21403.0	12074.0	23360.0	15678.0	20568.0	19279.0	10204.0
Leucine Degradation and HMG-CoA Metabolism	4777.0	1083.0	1854.0	1094.0	5003.0	11363.0	2697.0	6254.0	1210.0	8218.0	1281.0	229.0	11000.0	8678.0	1286.0	8109.0	1190.0	9646.0	1743.0	7792.0	9264.0	849.0
Lipid A biosynthesis in plants	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lipid A modifications	13538.0	5988.0	20851.0	9210.0	25376.0	12952.0	12067.0	18493.0	9309.0	22682.0	12152.0	9345.0	22319.0	26083.0	12961.0	24205.0	9627.0	25205.0	15828.0	22360.0	19182.0	7863.0
Lipid A-Ara4N pathway ( Polymyxin resistance )	13949.0	9860.0	22648.0	5248.0	29005.0	21332.0	13186.0	20037.0	3950.0	24491.0	14323.0	9992.0	24119.0	27933.0	3970.0	25711.0	5876.0	27932.0	15626.0	23543.0	21099.0	4441.0
Lipid-linked oligosaccharide synthesis related cluster	103.0	3.0	18.0	5.0	90.0	99.0	22.0	76.0	5.0	84.0	7.0	3.0	120.0	132.0	6.0	38.0	8.0	35.0	12.0	59.0	52.0	5.0
Lipoate  transport	10191.0	4751.0	12788.0	7811.0	17459.0	8856.0	8625.0	12627.0	8191.0	15523.0	5811.0	3231.0	16197.0	18172.0	8875.0	16124.0	8311.0	17653.0	12881.0	15225.0	14050.0	6374.0
Lipoic acid metabolism	10533.0	5144.0	13650.0	8239.0	18162.0	10129.0	9087.0	13338.0	8729.0	16410.0	7148.0	3207.0	17132.0	19256.0	9369.0	17233.0	8817.0	18781.0	13641.0	16035.0	14798.0	6863.0
Lipopolysaccharide assembly	32428.0	20418.0	44838.0	26336.0	58005.0	30974.0	30068.0	45324.0	27664.0	55395.0	26064.0	21615.0	56339.0	63542.0	31235.0	58029.0	29373.0	63044.0	38826.0	53224.0	48786.0	22825.0
Lipopolysaccharide assembly cluster	8089.0	4763.0	10725.0	6561.0	13629.0	8034.0	7439.0	10930.0	6876.0	13259.0	6165.0	3999.0	13934.0	15912.0	7442.0	14458.0	7455.0	15863.0	10082.0	13456.0	12106.0	4466.0
Lipopolysaccharide-related cluster in Alphaproteobacteria	572.0	83.0	291.0	60.0	796.0	1025.0	235.0	540.0	63.0	787.0	174.0	1756.0	1084.0	838.0	64.0	435.0	58.0	517.0	92.0	515.0	625.0	35.0
